likesCount,ownerUsername,postUrl,text,timestamp,cleaned_comment,cleaned_comment_with_text_emojis,translated_comments
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/CrwdczBhsyx/,"@hide_500 赤い500C🚗とツツジの壁ぜひぜひ👍👍👍
自称高速運転得意な🔰が来年連れて行ってくれそうです✌️",2023-05-02T23:56:44.000Z,hide 赤いc とツツジの壁ぜひぜひ 自称高速運転得意な が来年連れて行ってくれそうです,hide 赤いc automobile とツツジの壁ぜひぜひ thumb thumb thumb 自称高速運転得意な japanese symbol beginner が来年連れて行ってくれそうです victory hand,hide The red c and the wall of azaleas... my self-proclaimed fast driver will take me there next year.
1.0,misalunlun,https://www.instagram.com/p/CrwdczBhsyx/,これはこれは、キュンキュンする投稿ありがとちゃんです💓,2023-05-03T00:06:25.000Z,これはこれは キュンキュンする投稿ありがとちゃんです,これはこれは キュンキュンする投稿ありがとちゃんです beating heart,"Well, well, well. Thanks for the squeaky post."
1.0,yuyuka426,https://www.instagram.com/p/CrwdczBhsyx/,つつじに埋もれて可愛いですね〜🥰私もつつじの壁とコラボするのに憧れてます✨,2023-05-03T00:30:24.000Z,つつじに埋もれて可愛いですね 私もつつじの壁とコラボするのに憧れてます,つつじに埋もれて可愛いですね smiling face heart 私もつつじの壁とコラボするのに憧れてます sparkle,You look lovely buried in the azaleas. I'm longing to collaborate with a wall of azaleas too.
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/CrwdczBhsyx/,"@yuyuka426 😍ありがとうございます💕
つつじの壁の前で🚗🍀🌸🍀撮ってみたいですよね〜！来年ぜひ〜🎶",2023-05-03T00:33:05.000Z,yuyuka ありがとうございます つつじの壁の前で 撮ってみたいですよね 来年ぜひ,yuyuka smiling face heart eye ありがとうございます two heart つつじの壁の前で automobile four leaf clover cherry blossom four leaf clover 撮ってみたいですよね 来年ぜひ musical note,"YUYUKA Thank you, I'd love to get a shot of you in front of the azalea wall, next year please."
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/CrwdczBhsyx/,@misalunlun 😍こちらこそありがとちゃんです💕キュンキュン💗言われたらルンルンしますー、🎶,2023-05-03T00:40:59.000Z,misalunlun こちらこそありがとちゃんです キュンキュン 言われたらルンルンしますー,misalunlun smiling face heart eye こちらこそありがとちゃんです two heart キュンキュン growing heart 言われたらルンルンしますー musical note,misalunlun Thank you very much.
1.0,barronmn,https://www.instagram.com/p/CrwdczBhsyx/,Gorgeous pics! 🌸,2023-05-03T02:16:34.000Z,gorgeous pic,gorgeous pic cherry blossom,gorgeous pic
0.0,fiat_500c_dolcevita,https://www.instagram.com/p/CrwdczBhsyx/,@barronmn 😍Thank you🍀🌸🍀,2023-05-03T05:04:38.000Z,barronmn thank,barronmn smiling face heart eye thank four leaf clover cherry blossom four leaf clover,barronmn thank
1.0,yuyuka426,https://www.instagram.com/p/CrwdczBhsyx/,@fiat_dolcevita さん　お願いしま〜す😊,2023-05-03T12:39:23.000Z,fiat dolcevita さん お願いしま す,fiat dolcevita さん お願いしま す smiling face smiling eye,"Mr. fiat dolcevita, please."
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/CrwdczBhsyx/,@yuyuka426 こちらこそです〜🤗,2023-05-03T12:47:00.000Z,yuyuka こちらこそです,yuyuka こちらこそです smiling face open hand,YUYUUKA My pleasure.
1.0,hiro.bon.bon.bon,https://www.instagram.com/p/CrwdczBhsyx/,来年は行ってみたいでーす💕,2023-05-06T03:25:51.000Z,来年は行ってみたいでーす,来年は行ってみたいでーす two heart,I want to go next year!
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/CrwdczBhsyx/,@hiro.bon.bon.bon 🍀🌸🍀ぜひ見頃ばっちりのとき行きたいですねー👍,2023-05-06T04:09:44.000Z,hiro bon bon bon ぜひ見頃ばっちりのとき行きたいですねー,hiro bon bon bon four leaf clover cherry blossom four leaf clover ぜひ見頃ばっちりのとき行きたいですねー thumb,hiro bon bon bon I would love to go when it's at its best!
1.0,hiro.bon.bon.bon,https://www.instagram.com/p/CrwdczBhsyx/,@fiat_dolcevita 楽しみに待ってまーす💕,2023-05-06T04:10:14.000Z,fiat dolcevita 楽しみに待ってまーす,fiat dolcevita 楽しみに待ってまーす two heart,fiat dolcevita I'm looking forward to it!
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/CrwdczBhsyx/,@hiro.bon.bon.bon 🌸つつじの濃〜いピンクにみんな🚗🚗🚗で埋もれましょう💕,2023-05-06T04:13:59.000Z,hiro bon bon bon つつじの濃 いピンクにみんな で埋もれましょう,hiro bon bon bon cherry blossom つつじの濃 いピンクにみんな automobile automobile automobile で埋もれましょう two heart,Let's all be buried in the deep pink of the hiro bon bon azaleas.
1.0,wipfliagnes,https://www.instagram.com/p/Cr3mj6HIQTH/,"Bozus, no prosze, nasza influentka!!! Super ci w tojej slonecznej kracji❤️❤️❤️🥰🥰🥰💝💝💝💝🫶🫶🫶🫶",2023-05-05T19:48:15.000Z,bozus prosze nasza influentka super ci w tojej slonecznej kracji,bozus prosze nasza influentka super ci w tojej slonecznej kracji red heart red heart red heart smiling face heart smiling face heart smiling face heart heart ribbon heart ribbon heart ribbon heart ribbon heart hand heart hand heart hand heart hand,bozus please our influencer super you in your sunny country
0.0,bozena_bjl,https://www.instagram.com/p/Cr3mj6HIQTH/,@wipfliagnes Moja kochana🩵💚💜💙💛❤️🤍🖤💕,2023-05-05T19:52:52.000Z,wipfliagnes moja kochana,wipfliagnes moja kochana light blue heart green heart purple heart blue heart yellow heart red heart white heart black heart two heart,wipfliagnes my dear
1.0,molly.1969,https://www.instagram.com/p/Cr3mj6HIQTH/,Super ❤️,2023-05-05T20:42:08.000Z,super,super red heart,super
2.0,bozena_bjl,https://www.instagram.com/p/Cr3mj6HIQTH/,@molly.1969 dziękuję ❤️,2023-05-05T21:48:23.000Z,molly dziękuję,molly dziękuję red heart,molly thank you
1.0,agnieszka.krajewska.1829,https://www.instagram.com/p/Cr3mj6HIQTH/,Przepiękna.👏,2023-05-05T22:26:30.000Z,przepiękna,przepiękna clapping hand,beautiful
1.0,edytagerwatowska,https://www.instagram.com/p/Cr3mj6HIQTH/,👏👏👏 piękna Ty i super pomysł,2023-05-06T01:27:37.000Z,piękna ty super pomysł,clapping hand clapping hand clapping hand piękna ty super pomysł,beautiful you super idea
1.0,marbi_knitwear,https://www.instagram.com/p/Cr3mj6HIQTH/,Sukienka super👏,2023-05-07T19:54:54.000Z,sukienka super,sukienka super clapping hand,socks super
0.0,bozena_bjl,https://www.instagram.com/p/Cr3mj6HIQTH/,@marbi_knitwear dziękuję 💚,2023-05-07T19:59:18.000Z,marbi knitwear dziękuję,marbi knitwear dziękuję green heart,marbi knitwear thank you
0.0,parkjung229,https://www.instagram.com/p/Cr3mj6HIQTH/,😍😍,2023-06-11T14:17:58.000Z,,smiling face heart eye smiling face heart eye,
1.0,abarth.hh,https://www.instagram.com/p/C2eqPh6r60-/,@nettisfiat500 dann eine süße 😂🫶🏻😊,2024-01-24T10:13:21.000Z,nettisfiat dann eine süße,nettisfiat dann eine süße face tear joy heart hand light skin tone smiling face smiling eye,nettisfiat then a sweet
0.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@blacked_skoda lieben Dank 😍 sieht man den Dreck so unglaublich schön ❤️😂,2024-01-24T10:13:22.000Z,blacked skoda lieben dank sieht man den dreck unglaublich schön,blacked skoda lieben dank smiling face heart eye sieht man den dreck unglaublich schön red heart face tear joy,thanks to blacked skoda you can see the dirt incredibly beautiful
2.0,kvn_benz,https://www.instagram.com/p/C2eqPh6r60-/,Ein wunderschönes Bild 😍😍😍😍,2024-01-24T10:16:14.000Z,ein wunderschönes bild,ein wunderschönes bild smiling face heart eye smiling face heart eye smiling face heart eye smiling face heart eye,a beautiful picture
1.0,sassi_e36,https://www.instagram.com/p/C2eqPh6r60-/,Cute 🥰🔥,2024-01-24T10:21:09.000Z,cute,cute smiling face heart fire,cute
1.0,gorrillastyle,https://www.instagram.com/p/C2eqPh6r60-/,🤍⚡️🤍,2024-01-24T10:22:47.000Z,,white heart high voltage white heart,
1.0,mgb_mgbgtv8,https://www.instagram.com/p/C2eqPh6r60-/,Sooo schick der Kleine 😍😍😍,2024-01-24T10:29:46.000Z,sooo schick der kleine,sooo schick der kleine smiling face heart eye smiling face heart eye smiling face heart eye,sooo chic the little one
1.0,19dt.exeo89,https://www.instagram.com/p/C2eqPh6r60-/,🤍😍 Nice 😍🤍,2024-01-24T10:49:25.000Z,nice,white heart smiling face heart eye nice smiling face heart eye white heart,nice
1.0,c_turismo51,https://www.instagram.com/p/C2eqPh6r60-/,😍⭐🤍,2024-01-24T10:59:46.000Z,,smiling face heart eye star white heart,
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@c_turismo51 ❤️❤️❤️,2024-01-24T11:09:09.000Z,c turismo,c turismo red heart red heart red heart,c turismo
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@19dt.exeo89 ❤️,2024-01-24T11:09:40.000Z,dt exeo,dt exeo red heart,dt exeo
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@kvn_benz lieben Dank😍,2024-01-24T11:09:55.000Z,kvn benz lieben dank,kvn benz lieben dank smiling face heart eye,kvn benz many thanks
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@sassi_e36 ❤️,2024-01-24T11:10:00.000Z,sassi e,sassi e red heart,stones and
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@gorrillastyle 🤍🤍🤍,2024-01-24T11:10:06.000Z,gorrillastyle,gorrillastyle white heart white heart white heart,gorrillastyle
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@mgb_mgbgtv8 ich danke dir 😍,2024-01-24T11:10:19.000Z,mgb mgbgtv ich danke dir,mgb mgbgtv ich danke dir smiling face heart eye,mgb mgbgtv thank you
1.0,nettitotalverplottert2024,https://www.instagram.com/p/C2eqPh6r60-/,😍,2024-01-24T11:16:01.000Z,,smiling face heart eye,
1.0,annekatrinbergmann,https://www.instagram.com/p/C2eqPh6r60-/,😍🤍🩶,2024-01-24T11:16:59.000Z,,smiling face heart eye white heart grey heart,
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@annekatrinbergmann ❤️❤️❤️,2024-01-24T11:34:39.000Z,annekatrinbergmann,annekatrinbergmann red heart red heart red heart,annekatrinbergmann
1.0,fordecoboost,https://www.instagram.com/p/C2eqPh6r60-/,😍😍🔥,2024-01-24T11:52:35.000Z,,smiling face heart eye smiling face heart eye fire,
1.0,black.minif56,https://www.instagram.com/p/C2eqPh6r60-/,🤍🤍🤍,2024-01-24T12:17:45.000Z,,white heart white heart white heart,
0.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@black.minif56 🤍🤍🤍🤍,2024-01-24T12:19:55.000Z,black minif,black minif white heart white heart white heart white heart,black minif
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@mudrinicmila 🤍❤️❤️🤍,2024-01-24T12:20:09.000Z,mudrinicmila,mudrinicmila white heart red heart red heart white heart,mudrinicmila
1.0,nettiboholove,https://www.instagram.com/p/C2eqPh6r60-/,😍😍😍,2024-01-24T12:20:35.000Z,,smiling face heart eye smiling face heart eye smiling face heart eye,
1.0,666_the_black_fairy,https://www.instagram.com/p/C2eqPh6r60-/,😍🤍🖤😎,2024-01-24T17:31:11.000Z,,smiling face heart eye white heart black heart smiling face sunglass,
1.0,nadine_bluefr,https://www.instagram.com/p/C2eqPh6r60-/,Schöner Flitzer 🔥😍,2024-01-24T17:35:33.000Z,schöner flitzer,schöner flitzer fire smiling face heart eye,beautiful speedster
1.0,fiat500florence,https://www.instagram.com/p/C2eqPh6r60-/,So beautiful 😻,2024-01-24T18:20:54.000Z,beautiful,beautiful smiling cat heart eye,beautiful
1.0,marci_black_focus,https://www.instagram.com/p/C2eqPh6r60-/,hübscher kleiner flitzer🚘🔥,2024-01-24T19:36:49.000Z,hübscher kleiner flitzer,hübscher kleiner flitzer oncoming automobile fire,pretty little speedster
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@marci_black_focus ❤️❤️❤️,2024-01-24T21:58:30.000Z,marci black focus,marci black focus red heart red heart red heart,marci black focus
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@fiat500florence ❤️,2024-01-24T21:58:43.000Z,fiatflorence,fiatflorence red heart,fiatflorence
1.0,nettisfiat500,https://www.instagram.com/p/C2eqPh6r60-/,@nadine_bluefr Danke❤️,2024-01-24T21:58:53.000Z,nadine bluefr danke,nadine bluefr danke red heart,nadine bluefr danke
